"method","msfareid","paymentorderid","requestbody","requestcookies","requestheaders","responsebody","statuscode","timestamp","url","wegoref","error","querystring","brandedfareid","date"
"GET","9e1ca8d25c0aef31msr:zh.wego.com:dcc8e2d067947ce8:ss","WF-A9793FBA-6C4D-43FD-A0EB-AC9192C4763F",,"[{name=__cf_bm, value=IGQx1A3rirmvbbzFC__JmxbQT5sFduSt22LkTHPMSvQ-1775148013-1.0.1.1-Yk1pFXd3LdbiHKKPPBYjcabNzm8_kZSfld0otRmwOl.e7RF9qF0t5qXI2JlpHGG4Zitw.VOBDK_QN1ApPINQrar0bbMOeR771OZSfP0hOhs}, {name=wego_genzo_identifier_id, value=BAhJIkdhNzc4MjU3Yi1lM2ZjLTRjYTQtOTIzYi01OTUyZWMwMjkxNmUtQWhmMGtLN25qVy0xNzc1MTQ4MDE3LjM4MzU1MDYGOgZFVA%3D%3D--bd8a72593c0cb776829c684d8aebedfd3330d138}]","[{name=Origin, value=https://www.wego.ae}, {name=sec-fetch-storage-access, value=active}, {name=sec-fetch-site, value=cross-site}, {name=X-Subdivisions-Code, value=DU}, {name=User-Agent, value=Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36}, {name=Accept-Encoding, value=gzip, br}, {name=CF-Connecting-IP, value=94.203.215.34}, {name=True-Client-IP, value=94.203.215.34}, {name=X-Country-Code, value=AE}, {name=sec-ch-ua-mobile, value=?1}, {name=X-Real-IP, value=94.203.215.34}, {name=Content-Type, value=application/json}, {name=Cookie, value=__cf_bm=IGQx1A3rirmvbbzFC__JmxbQT5sFduSt22LkTHPMSvQ-1775148013-1.0.1.1-Yk1pFXd3LdbiHKKPPBYjcabNzm8_kZSfld0otRmwOl.e7RF9qF0t5qXI2JlpHGG4Zitw.VOBDK_QN1ApPINQrar0bbMOeR771OZSfP0hOhs; wego_genzo_identifier_id=BAhJIkdhNzc4MjU3Yi1lM2ZjLTRjYTQtOTIzYi01OTUyZWMwMjkxNmUtQWhmMGtLN25qVy0xNzc1MTQ4MDE3LjM4MzU1MDYGOgZFVA%3D%3D--bd8a72593c0cb776829c684d8aebedfd3330d138}, {name=sec-fetch-mode, value=cors}, {name=cdn-loop, value=cloudflare; loops=1}, {name=cf-ray, value=9e614649c88dc5d9-IAD}, {name=Accept, value=*/*}, {name=CF-IPCountry, value=AE}, {name=X-User-City, value=Dubai}, {name=X-Forwarded-Proto, value=https}, {name=X-Forwarded-Host, value=srv.wego.com}, {name=Referer, value=https://www.wego.ae/}, {name=Host, value=srv.wego.com}, {name=CF-Visitor, value={""scheme"":""https""}}, {name=priority, value=u=1, i}, {name=X-Forwarded-Port, value=443}, {name=X-Latitude, value=25.07340}, {name=X-Amzn-Trace-Id, value=Root=1-69ce9bf2-5696af946933a770158e9320}, {name=X-Longitude, value=55.29790}, {name=sec-ch-ua, value=""Chromium"";v=""146"", ""Not-A.Brand"";v=""24"", ""Google Chrome"";v=""146""}, {name=sec-ch-ua-platform, value=""Android""}, {name=X-Forwarded-For, value=94.203.215.34, 172.71.222.16, 10.11.84.109}, {name=Accept-Language, value=en-US,en-GB;q=0.9,en;q=0.8,zh-CN;q=0.7,zh;q=0.6}, {name=sec-fetch-dest, value=empty}]","{""bookingRef"":""WF551FPXYXM26"",""baggageInfo"":[]}","200","2026-04-02T16:40:18+0000","/metasearch/bookings/flights/ancillaries/baggages/availability","WF551FPXYXM26",,"bookingRef=WF551FPXYXM26",,"20260403"
